id,0,1,2
8880,0.23791520297527313,0.252090185880661,0.509994626045227
8881,0.4220127761363983,0.1928630918264389,0.3851240873336792
8882,0.0697883814573288,0.9250728487968445,0.005138791166245937
8883,0.13551893830299377,0.15809865295886993,0.7063823938369751
8884,0.7026556730270386,0.1393882930278778,0.15795597434043884
8885,0.3945234715938568,0.5946151614189148,0.010861393064260483
8886,0.45777300000190735,0.16583049297332764,0.3763964772224426
8887,0.3819064199924469,0.60691899061203,0.011174580082297325
8888,0.24324046075344086,0.1463456153869629,0.6104139089584351
8889,0.3805120289325714,0.42383381724357605,0.19565416872501373
8890,0.6577118635177612,0.18943822383880615,0.15284986793994904
8891,0.4361656904220581,0.32091832160949707,0.2429160177707672
8892,0.3239188492298126,0.30943426489830017,0.3666468858718872
8893,0.36887502670288086,0.20125576853752136,0.4298691749572754
8894,0.34870532155036926,0.5932134985923767,0.05808120220899582
8895,0.5272143483161926,0.3105260133743286,0.16225960850715637
8896,0.3823865056037903,0.3828135132789612,0.23480001091957092
8897,0.27625706791877747,0.32904675602912903,0.3946961760520935
8898,0.19424818456172943,0.264424204826355,0.5413275957107544
8899,0.1763923615217209,0.24545150995254517,0.5781561136245728
8900,0.2727978825569153,0.19622750580310822,0.5309745669364929
8901,0.25515100359916687,0.3693946301937103,0.3754543960094452
8902,0.3919001817703247,0.2380683720111847,0.370031476020813
8903,0.2809734344482422,0.1363631784915924,0.5826634168624878
8904,0.7486951351165771,0.2437562644481659,0.007548612076789141
8905,0.6708759665489197,0.2944697439670563,0.03465430065989494
8906,0.546308696269989,0.3923244774341583,0.06136680766940117
8907,0.06897745281457901,0.1035538986325264,0.8274686336517334
8908,0.09661693871021271,0.1427522450685501,0.7606308460235596
8909,0.4123792052268982,0.33492669463157654,0.2526940405368805
8910,0.055420342832803726,0.9417011737823486,0.0028784878086298704
8911,0.4804612100124359,0.5076711773872375,0.011867571622133255
8912,0.08138720691204071,0.4471976161003113,0.47141513228416443
8913,0.6094010472297668,0.3414542078971863,0.04914475977420807
8914,0.4718136489391327,0.1748797595500946,0.3533065617084503
8915,0.3066022992134094,0.2548924386501312,0.43850529193878174
8916,0.21256206929683685,0.7543568015098572,0.03308112546801567
8917,0.7431074380874634,0.15084481239318848,0.10604774951934814
8918,0.08148840814828873,0.9130449891090393,0.005466620437800884
8919,0.6381713151931763,0.16478224098682404,0.1970464587211609
8920,0.5866618156433105,0.21406708657741547,0.1992710679769516
8921,0.05265537276864052,0.04965979978442192,0.8976848125457764
8922,0.27226218581199646,0.22520866990089417,0.5025291442871094
8923,0.5929784178733826,0.20968413352966309,0.19733744859695435
8924,0.0964386910200119,0.15598006546497345,0.7475813031196594
8925,0.04107056185603142,0.9469062089920044,0.012023227289319038
8926,0.36368855834007263,0.3088117837905884,0.3274996876716614
8927,0.06301158666610718,0.9271634817123413,0.009824957698583603
8928,0.3267732560634613,0.48185035586357117,0.19137641787528992
8929,0.7139455080032349,0.25506967306137085,0.030984781682491302
8930,0.46236810088157654,0.5062982439994812,0.031333643943071365
8931,0.31068846583366394,0.3163084089756012,0.37300315499305725
8932,0.42566338181495667,0.2535223662853241,0.32081422209739685
8933,0.5050827860832214,0.21595831215381622,0.27895891666412354
8934,0.1897859275341034,0.3082730174064636,0.5019410848617554
8935,0.6034063696861267,0.38842642307281494,0.008167210035026073
8936,0.2521694302558899,0.2905852198600769,0.4572453796863556
8937,0.09176836162805557,0.2603195309638977,0.6479120850563049
8938,0.3087504804134369,0.3765341639518738,0.31471535563468933
8939,0.09353645145893097,0.18430234491825104,0.7221612334251404
8940,0.4802738428115845,0.1512628048658371,0.3684633672237396
8941,0.04083507880568504,0.06946321576833725,0.8897017240524292
